id,name_prompt,prompt,keywords
389cd009-512f-45a3-9b0a-4d57f6506c5f,informe usmc  informe clínico de alta,"Redacta una redacción que sea lo más resumida posible de cada apartado que haya en cada informe con la fecha de creación de este informe, poniendo siempre al principio de dicho resumen la siguiente frase “Informe de fecha”, seguido del lugar de asistencia médica o el lugar donde se creó el informe, el servicio médico donde se atiende al paciente y terminando estas indicaciones con dos puntos y seguidos. A continuación redacta un resumen muy sintetizado con los datos del informe, motivo de consulta, evolución y comentarios, diagnostico principal, tratamiento y otras recomendaciones (si no aparece alguno de estos datos no escribirlos). Relacionando los párrafos entre ellos y separándolos con puntos y seguidos (escribirlo con vocabulario y tecnicismo médico. No poner la edad del paciente o de la persona a la que se refiere el informe. Referirse al paciente o a la persona a la que se refiere el informe con la abreviatura Sr. o Sra. delante de su apellido si aparece). 
Escríbelo con el siguiente formato:
1. 17/04/2019 - Hospital Universitario Virgen Macarena (Sevilla): Consulta por sospecha de síndrome de apnea e hipopnea durante el sueño. Se recomienda pérdida de peso.
2. 23/04/2019 - SUAP de Brenes (Sevilla): Alta de urgencias por hernia de línea media. Se trató con analgesia y se recomendó acudir a urgencias del hospital.
Hazlo lo más escueto posible.
","Informe,consulta,especialista,unidad,valoración"
30277e34-0800-4a14-9967-66ed32cebde8,informe usmc informe clínico de consulta,"Redacta una redacción que sea lo más resumida posible de cada apartado que haya en cada informe con la fecha de creación de este informe, poniendo siempre al principio de dicho resumen la siguiente frase “Informe de fecha”, seguido del lugar de asistencia médica o el lugar donde se creó el informe, el servicio médico donde se atiende al paciente y terminando estas indicaciones con dos puntos y seguidos. A continuación redacta un resumen muy sintetizado con los datos del informe, motivo de consulta, enfermedad actual y exploración, evolución y comentarios, diagnostico principal, tratamiento y otras recomendaciones (si no aparece alguno de estos datos no escribirlos). Relacionando los párrafos entre ellos y separándolos con puntos y seguidos (escribirlo con vocabulario y tecnicismo médico. No poner la edad del paciente o de la persona a la que se refiere el informe. Referirse al paciente o a la persona a la que se refiere el informe con la abreviatura Sr. o Sra. delante de su apellido si aparece).
 Escríbelo con el siguiente formato:
1. 17/04/2019 - Hospital Universitario Virgen Macarena (Sevilla): Consulta por sospecha de síndrome de apnea e hipopnea durante el sueño. Se recomienda pérdida de peso.
2. 23/04/2019 - SUAP de Brenes (Sevilla): Alta de urgencias por hernia de línea media. Se trató con analgesia y se recomendó acudir a urgencias del hospital.
Hazlo lo más escueto posible o resúmelo al máximo.

","Informe,consulta,especialista,unidad,valoración"
28f353a0-f94b-48b1-beb8-1590f5896d84,revision de grado ims  revisión de grado de incapacidad permanente informe médico,"Resumen lo más sintetizado que se pueda con la fecha de creación de este informe, poniendo siempre al principio de dicho resumen la siguiente frase “Informe de fecha”, seguido del lugar de asistencia médica o el lugar donde se creó el informe, el servicio médico donde se atiende al paciente y terminando estas indicaciones con dos puntos y seguidos. A continuación redacta un resumen muy sintetizado con los datos del reconocimiento médico, la evolución y posibilidades terapéuticas, limitaciones orgánicas y/o funcionales y de las conclusiones o evaluación clínico/laboral, relacionando los párrafos entre ellos y separándolos con puntos y seguidos (escribirlo remarcando los diferentes apartados, con vocabulario y tecnicismo médico. No poner la edad del paciente o de la persona a la que se refiere el informe. Referirse al paciente o a la persona a la que se refiere el informe con la abreviatura Sr. o Sra. delante de su apellido si aparece).
Más resumido posible

","INSS,valoración,limitaciones,secuelas,laboral"
322c1143-9dc7-40f0-81b4-3deb2c85d95e,tratamiento  hoja informativa de prescripciones,"Haz una redacción, sin apartados, poniendo siempre al principio de dicho resumen la siguiente frase “Informe de fecha” seguido de la fecha del informe y un resumen de las prescripciones.
Hazlo lo más escueto posible o resúmelo al máximo


","Informe,prescripciones,medicamentos"
fb145d2a-7754-4df1-9dfb-cc0d252df73b,informe consulta evolución,"Diferenciando y separando cada informe redacta una redacción que sea lo más resumida posible de cada apartado que haya en cada informe con la fecha de creación de este informe según orden cronológico, poniendo siempre al principio de dicho resumen la siguiente frase “Informe de fecha”, seguido del lugar de asistencia médica o el lugar donde se creó el informe, el servicio médico donde se atiende al paciente y terminando estas indicaciones con dos puntos y seguidos. 
A continuación redacta un resumen muy sintetizado con los motivo de consulta, antecedentes familiares y personales, enfermedad actual, exploración,anamnesis, pruebas complementarias absolutamente resumidas, juicio clínico y plan de actuación (si no aparece alguno de estos datos no escribirlos). 
Relacionando los párrafos entre ellos y separándolos con puntos y seguidos (escribirlo con vocabulario y tecnicismo médico. No poner la edad del paciente o de la persona a la que se refiere el informe. Referirse al paciente o a la persona a la que se refiere el informe con la abreviatura Sr. o Sra. delante de su apellido si aparece). 
Escríbelo con el siguiente formato:
1.	17/04/2019 - Hospital Universitario Virgen Macarena (Sevilla): 
Hazlo lo más escueto posible o resúmelo al máximo



","Informe,consulta,revisión,patología,evolución"
cb55c73c-ea2d-42f3-bf5c-753dd1b84cdd,informe consulta evolución 2,"Diferenciando y separando cada informe redacta una redacción que sea lo más resumida posible de cada apartado que haya en cada informe con la fecha de creación de este informe, poniendo siempre al principio de dicho resumen la siguiente frase “Informe de fecha”, seguido del lugar de asistencia médica o el lugar donde se creó el informe, el servicio médico donde se atiende al paciente y terminando estas indicaciones con dos puntos y seguidos. 
A continuación redacta un resumen muy sintetizado con los motivo de consulta, antecedentes familiares y personales, enfermedad actual, exploración, pruebas complementarias absolutamente resumidas, juicio clínico y plan de actuación o recomendaciones terapéuticas y revisión (si no aparece alguno de estos datos no escribirlos). 
Relacionando los párrafos entre ellos y separándolos con puntos y seguidos (escribirlo con vocabulario y tecnicismo médico. No poner la edad del paciente o de la persona a la que se refiere el informe. Referirse al paciente o a la persona a la que se refiere el informe con la abreviatura Sr. o Sra. delante de su apellido si aparece). 
Escríbelo con el siguiente formato:
1. 17/04/2019 - Hospital Universitario Virgen Macarena (Sevilla): Consulta por sospecha de síndrome de apnea e hipopnea durante el sueño. Se recomienda pérdida de peso.
2. 23/04/2019 - SUAP de Brenes (Sevilla): Alta de urgencias por hernia de línea media. Se trató con analgesia y se recomendó acudir a urgencias del hospital.
Hazlo lo más escueto posible o resúmelo al máximo.","Informe,consulta,revisión,patología,evolución"
ac41b800-7844-47dd-92ac-5358164bbf7a,hoja de seguimiento de consulta,"Diferenciando y separando cada informe redacta una redacción que sea lo más resumida posible de cada apartado que haya en cada informe con la fecha de creación de este informe, poniendo siempre al principio de dicho resumen la siguiente frase “Informe de fecha”, seguido del lugar de asistencia médica o el lugar donde se creó el informe, el servicio médico donde se atiende al paciente y terminando estas indicaciones con dos puntos y seguidos. 
A continuación redacta un resumen muy sintetizado con los motivo de consulta, antecedentes familiares y personales, enfermedad actual, exploración, pruebas complementarias absolutamente resumidas, juicio clínico y plan de actuación o recomendaciones terapéuticas y revisión (si no aparece alguno de estos datos no escribirlos). 
Relacionando los párrafos entre ellos y separándolos con puntos y seguidos (escribirlo con vocabulario y tecnicismo médico. No poner la edad del paciente o de la persona a la que se refiere el informe. Referirse al paciente o a la persona a la que se refiere el informe con la abreviatura Sr. o Sra. delante de su apellido si aparece).
Escríbelo con el siguiente formato:
1. 17/04/2019 - Hospital Universitario Virgen Macarena (Sevilla): Consulta por sospecha de síndrome de apnea e hipopnea durante el sueño. Se recomienda pérdida de peso.
2. 23/04/2019 - SUAP de Brenes (Sevilla): Alta de urgencias por hernia de línea media. Se trató con analgesia y se recomendó acudir a urgencias del hospital.
Hazlo lo más escueto posible o resúmelo al máximo.
","Informe,consulta,revisión,patología,evolución"
e1fb5e55-2a39-4be3-a01c-d993b34cf371,informe fremap informes varios,"o	Diferenciando y separando cada informe redacta una redacción que sea lo más resumida posible de cada apartado que haya en cada informe con la fecha de creación de este informe, poniendo siempre al principio de dicho resumen la siguiente frase “Informe de fecha”, seguido del lugar de asistencia médica o el lugar donde se creó el informe, el servicio médico donde se atiende al paciente y terminando estas indicaciones con dos puntos y seguidos. 
A continuación redacta un resumen muy sintetizado con los motivo de consulta, antecedentes familiares y personales, enfermedad actual, exploración, pruebas complementarias absolutamente resumidas, juicio clínico y plan de actuación o recomendaciones terapéuticas y revisión (si no aparece alguno de estos datos no escribirlos). 
Relacionando los párrafos entre ellos y separándolos con puntos y seguidos (escribirlo con vocabulario y tecnicismo médico. No poner la edad del paciente o de la persona a la que se refiere el informe. Referirse al paciente o a la persona a la que se refiere el informe con la abreviatura Sr. o Sra. delante de su apellido si aparece). 
Escríbelo con el siguiente formato:
1. 17/04/2019 - Hospital Universitario Virgen Macarena (Sevilla): Consulta por sospecha de síndrome de apnea e hipopnea durante el sueño. Se recomienda pérdida de peso.
2. 23/04/2019 - SUAP de Brenes (Sevilla): Alta de urgencias por hernia de línea media. Se trató con analgesia y se recomendó acudir a urgencias del hospital.
Resúmelo más.
","Informe,consulta,revisión,patología,evolución"
d988900f-530b-4cee-85e9-8c679f1be491,informe médico forense,"Redacta una redacción que sea lo más resumida posible de cada apartado que haya en cada informe con la fecha de creación de este informe, poniendo siempre al principio de dicho resumen la siguiente frase “Informe de fecha”, seguido del lugar de asistencia médica o el lugar donde se creó el informe, el servicio médico donde se atiende al paciente y terminando estas indicaciones con dos puntos y seguidos. A continuación redacta un resumen muy sintetizado con los datos del informe, motivo de consulta, evolución y comentarios, diagnostico principal, tratamiento y otras recomendaciones (si no aparece alguno de estos datos no escribirlos). Relacionando los párrafos entre ellos y separándolos con puntos y seguidos (escribirlo con vocabulario y tecnicismo médico. No poner la edad del paciente o de la persona a la que se refiere el informe. Referirse al paciente o a la persona a la que se refiere el informe con la abreviatura Sr. o Sra. delante de su apellido si aparece). 
Escríbelo con el siguiente formato:
1. 17/04/2019 - Hospital Universitario Virgen Macarena (Sevilla): Consulta por sospecha de síndrome de apnea e hipopnea durante el sueño. Se recomienda pérdida de peso.
2. 23/04/2019 - SUAP de Brenes (Sevilla): Alta de urgencias por hernia de línea media. Se trató con analgesia y se recomendó acudir a urgencias del hospital.
Hazlo lo más escueto posible

","forense,valoración,limitaciones,secuelas,laboral"
5118d75d-b1fb-4c2d-8d31-7afc6848bb60,informe neurología migraña informe de neurología – c,"Redacta una redacción que sea lo más resumida posible de cada apartado que haya en cada informe con la fecha de creación de este informe, poniendo siempre al principio de dicho resumen la siguiente frase “Informe de fecha”, seguido del lugar de asistencia médica o el lugar donde se creó el informe, el servicio médico donde se atiende al paciente y terminando estas indicaciones con dos puntos y seguidos. A continuación redacta un resumen muy sintetizado con los datos del informe, motivo de consulta, evolución y comentarios, diagnostico principal, tratamiento y otras recomendaciones (si no aparece alguno de estos datos no escribirlos). Relacionando los párrafos entre ellos y separándolos con puntos y seguidos (escribirlo con vocabulario y tecnicismo médico. No poner la edad del paciente o de la persona a la que se refiere el informe. Referirse al paciente o a la persona a la que se refiere el informe con la abreviatura Sr. o Sra. delante de su apellido si aparece). 
Escríbelo con el siguiente formato:
1. 17/04/2019 - Hospital Universitario Virgen Macarena (Sevilla): Consulta por sospecha de síndrome de apnea e hipopnea durante el sueño. Se recomienda pérdida de peso.
2. 23/04/2019 - SUAP de Brenes (Sevilla): Alta de urgencias por hernia de línea media. Se trató con analgesia y se recomendó acudir a urgencias del hospital.
Hazlo lo más escueto posible
","Informe,consulta,revisión,patología,evolución"
5cfa2ded-af10-46e1-bad7-e12e991d05c3,informe de psicologia clínica – c,"Diferenciando y separando cada informe redacta una redacción que sea lo más resumida posible de cada apartado que haya en cada informe con la fecha de creación de este informe, poniendo siempre al principio de dicho resumen la siguiente frase “Informe de fecha”, seguido del lugar de asistencia médica o el lugar donde se creó el informe, el servicio médico donde se atiende al paciente y terminando estas indicaciones con dos puntos y seguidos. A continuación redacta un resumen muy sintetizado con los motivo de consulta, antecedentes familiares y personales, enfermedad actual, exploración, pruebas complementarias absolutamente resumidas, juicio clínico y plan de actuación (si no aparece alguno de estos datos no escribirlos). Relacionando los párrafos entre ellos y separándolos con puntos y seguidos (escribirlo con vocabulario y tecnicismo médico. No poner la edad del paciente o de la persona a la que se refiere el informe. Referirse al paciente o a la persona a la que se refiere el informe con la abreviatura Sr. o Sra. delante de su apellido si aparece). 
Escríbelo con el siguiente formato:
1. 17/04/2019 - Hospital Universitario Virgen Macarena (Sevilla): Consulta por sospecha de síndrome de apnea e hipopnea durante el sueño. Se recomienda pérdida de peso.
2. 23/04/2019 - SUAP de Brenes (Sevilla): Alta de urgencias por hernia de línea media. Se trató con analgesia y se recomendó acudir a urgencias del hospital.
Resúmelo al máximo.
","Informe,consulta,revisión,patología,evolución"
da105996-d2ea-4591-8623-9f2990be1dc9,informe psiquiatría informe de psiquiatria – c,"Diferenciando y separando cada informe redacta una redacción que sea lo más resumida posible de cada apartado que haya en cada informe con la fecha de creación de este informe, poniendo siempre al principio de dicho resumen la siguiente frase “Informe de fecha”, seguido del lugar de asistencia médica o el lugar donde se creó el informe, el servicio médico donde se atiende al paciente y terminando estas indicaciones con dos puntos y seguidos. A continuación redacta un resumen muy sintetizado con los motivo de consulta, antecedentes familiares y personales, enfermedad actual, exploración, pruebas complementarias absolutamente resumidas, juicio clínico y plan de actuación (si no aparece alguno de estos datos no escribirlos). Relacionando los párrafos entre ellos y separándolos con puntos y seguidos (escribirlo con vocabulario y tecnicismo médico. No poner la edad del paciente o de la persona a la que se refiere el informe. Referirse al paciente o a la persona a la que se refiere el informe con la abreviatura Sr. o Sra. delante de su apellido si aparece). 
Escríbelo con el siguiente formato:
1. 17/04/2019 - Hospital Universitario Virgen Macarena (Sevilla): Consulta por sospecha de síndrome de apnea e hipopnea durante el sueño. Se recomienda pérdida de peso.
2. 23/04/2019 - SUAP de Brenes (Sevilla): Alta de urgencias por hernia de línea media. Se trató con analgesia y se recomendó acudir a urgencias del hospital.
Resúmelo al máximo

","Informe,consulta,revisión,patología,evolución"
839714bb-9d07-49d2-a80c-dc7bf61003fb,informe tratamiento bloqueo nervios periféricos satid,"Redacta una redacción que sea lo más resumida posible de cada apartado que haya en cada informe con la fecha de creación de este informe, poniendo siempre al principio de dicho resumen la siguiente frase “Informe de fecha”, seguido del lugar de asistencia médica o el lugar donde se creó el informe, el servicio médico donde se atiende al paciente y terminando estas indicaciones con dos puntos y seguidos. A continuación redacta un resumen muy sintetizado con los datos del informe, motivo de consulta, evolución y comentarios, diagnostico principal, tratamiento y otras recomendaciones (si no aparece alguno de estos datos no escribirlos). Relacionando los párrafos entre ellos y separándolos con puntos y seguidos (escribirlo con vocabulario y tecnicismo médico. No poner la edad del paciente o de la persona a la que se refiere el informe. Referirse al paciente o a la persona a la que se refiere el informe con la abreviatura Sr. o Sra. delante de su apellido si aparece). 
Escríbelo con el siguiente formato:
1. 17/04/2019 - Hospital Universitario Virgen Macarena (Sevilla): Consulta por sospecha de síndrome de apnea e hipopnea durante el sueño. Se recomienda pérdida de peso.
2. 23/04/2019 - SUAP de Brenes (Sevilla): Alta de urgencias por hernia de línea media. Se trató con analgesia y se recomendó acudir a urgencias del hospital.
Hazlo lo más escueto posible.
","Informe,consulta,revisión,patología,tratamiento"
77a13f66-2353-4b9d-aa1e-5d1fec8a40dc,informe neurología ssss  hoja de evolución y curso clínico de consulta provisional,"Redacta una redacción que sea lo más resumida posible de cada apartado que haya en cada informe con la fecha de creación de este informe, poniendo siempre al principio de dicho resumen la siguiente frase “Informe de fecha”, seguido del lugar de asistencia médica o el lugar donde se creó el informe, el servicio médico donde se atiende al paciente y terminando estas indicaciones con dos puntos y seguidos. A continuación redacta un resumen muy sintetizado con los motivo de consulta, antecedentes familiares y personales, enfermedad actual, exploración, pruebas complementarias absolutamente resumidas, juicio clínico y plan de actuación (si no aparece alguno de estos datos no escribirlos). Relacionando los párrafos entre ellos y separándolos con puntos y seguidos (escribirlo con vocabulario y tecnicismo médico. No poner la edad del paciente o de la persona a la que se refiere el informe. Referirse al paciente o a la persona a la que se refiere el informe con la abreviatura Sr. o Sra. delante de su apellido si aparece). 
Escríbelo con el siguiente formato:
1. 17/04/2019 - Hospital Universitario Virgen Macarena (Sevilla): Consulta por sospecha de síndrome de apnea e hipopnea durante el sueño. Se recomienda pérdida de peso.
2. 23/04/2019 - SUAP de Brenes (Sevilla): Alta de urgencias por hernia de línea media. Se trató con analgesia y se recomendó acudir a urgencias del hospital.
Resúmelo más.","Informe,consulta,revisión,patología,evolución"
bee705df-d6a6-40e6-a3a5-9b33baa92978,ccf_000216 1. informes varios,"o	Diferenciando y separando cada informe redacta una redacción que sea lo más resumida posible de cada apartado que haya en cada informe con la fecha de creación de este informe, poniendo siempre al principio de dicho resumen la siguiente frase “Informe de fecha”, seguido del lugar de asistencia médica o el lugar donde se creó el informe, el servicio médico donde se atiende al paciente y terminando estas indicaciones con dos puntos y seguidos. 
A continuación redacta un resumen muy sintetizado con los motivo de consulta, antecedentes familiares y personales, enfermedad actual, exploración, pruebas complementarias absolutamente resumidas, juicio clínico y plan de actuación o recomendaciones terapéuticas y revisión (si no aparece alguno de estos datos no escribirlos). 
Relacionando los párrafos entre ellos y separándolos con puntos y seguidos y ordenados cronológicamente (escribirlo con vocabulario y tecnicismo médico. No poner la edad del paciente o de la persona a la que se refiere el informe. Referirse al paciente o a la persona a la que se refiere el informe con la abreviatura Sr. o Sra. delante de su apellido si aparece).
Escríbelo como el siguiente ejemplo de formato:
1. 17/04/2019 - Hospital Universitario Virgen Macarena (Sevilla): 
2. 23/04/2019 - SUAP de Brenes (Sevilla): 
Resúmelo más.
","Informe,consulta,revisión,patología,evolución"
6043c3d2-64d8-4738-b95f-34bb90589f76,solicitud de consulta de asistencia especializada,"Haz una redacción, sin apartados, poniendo siempre al principio de dicho resumen la siguiente frase “Informe de fecha” seguido de la fecha del informe, el motivo de derivación, los datos de la cita solicitada y el informe de derivación sin escribir los problemas clínicos del usuario (sin el CIE9) pero si resumiendo al máximo la redacción que viene a continuación del informe, sin alergias y contra indicaciones, sin traslado en ambulancia y sin mediación activa del usuario. 
Ponerlo con puntos aparte y en orden cronológico
","Solicitud,consulta,especialista,especialidad"
